reference,whisper_small_prediction,whisper_small_process_time
sedap lah,sedap lah,0.6124799251556396
ha boleh lah,ha boleh lah,0.6411385536193848
aku pun kerja tu juga kerja tolong promote kan,aku pun kerja tu juga kerja tolong promote kan,1.852562427520752
dapatlah sikit,dapatlah sikit,1.0955281257629395
seringgit dua ringgit macam tu lah,seringgit dua ringgit macam tu lah,2.222069501876831
hm kau kan tolong mak kau juga kerja engkau tolong mak kau jual apa,hm kau kan tolong mak kau juga kerja engkau tolong mak kau jual apa,2.5205154418945312
O kau kira,O kau kira,0.775660514831543
kau kerja kau jual kek batik lah tak tolong mak kau promote ke,kau kerja kau jual kek batik lah tak tolong mak kau promote ke,2.399324893951416
tu lah aku target lepas habis S P M memang nak carilah kerja yang senang-senang kan buat part-time kumpul duitlah nak beli motor,tu lah aku target lepas habis S P M memang nak carilah kerja yang senang-senang kan buat part-time kumpul duitlah nak beli motor,4.747003793716431
nak beli motor kegemaran lah,nak beli motor kegemaran lah,1.7441253662109375
penjimatan lah orang guna ke kau nak simpan je,penjimatan lah orang guna ke kau nak simpan je,2.426868200302124
oh kau nak sambung form six,oh kau nak sambung form six,1.0959677696228027
hm,hm,0.43256235122680664
tak aku nak sambung form six tapi buang masa lah kat situ dia kata dua tahun kalau matriks paling tak dapat setahun kan,tak aku nak sambung form six tapi buang masa lah kat situ dia kata dua tahun kalau matriks paling tak dapat setahun kan,3.688262462615967
situ kita boleh jimat masa lepas tu dapatlah kerja,situ kita boleh jimat masa lepas tu dapatlah kerja,1.900763750076294
kerja banyak sikit dapat duit banyak sikitkan,kerja banyak sikit dapat duit banyak sikitkan,1.6122348308563232
eh,eh,0.41033411026000977
dia kaya sebab kerja dia,dia kaya sebab kerja dia,1.695791482925415
tak nak lah sebab kerja dia susah sikitlah dia kena tinggal family kan,tak nak lah sebab kerja dia susah sikitlah dia kena tinggal family kan,3.2733638286590576
ha tak nak tinggal family ah ha,ha tak nak tinggal family ah ha,1.183159351348877
kau kerja situ kan dapat jimat masa semua lepas tu dapat jumpa family kerja pun tak adalah rasa mana kan lek lek je,kau kerja situ kan dapat jimat masa semua lepas tu dapat jumpa family kerja pun tak adalah rasa mana kan lek lek je,3.561131000518799
kan kerja situ lagi senang tapi sebenarnya kena belajar betul lah baru dapat kerja situ,kan kerja situ lagi senang tapi sebenarnya kena belajar betul lah baru dapat kerja situ,2.883409261703491
oh,oh,0.44806385040283203
oh kira kau nak kerja yang kat luar-luar lah nak jauh tak aplah jauh dari family pun tak apalah,oh kira kau nak kerja yang kat luar-luar lah nak jauh tak aplah jauh dari family pun tak apalah,4.742028474807739
asalkan sebulan macam [UNK] sebulan dua kali balik jumpa family orang banyak kerja macam,asalkan sebulan macam sebulan dua kali balik jumpa family orang banyak kerja macam,2.7549569606781006
yang macam jarang-jarang,yang macam jarang-jarang,1.0917010307312012
oh,oh,0.4230527877807617
relax relax kat rumah,relax relax kat rumah,0.7468709945678711
oh kira tak payah mengharapkan anaklah kau nak kerja yang dapat berdikari dari muda sampai tua lah,oh kira tak payah mengharapkan anaklah kau nak kerja yang dapat berdikari dari muda sampai tua lah,3.3983898162841797
oh,oh,0.4414486885070801
kau tak nak kerja sekali dengan aku ke lepas habis S P M kita kerja macam,kau tak nak kerja sekali dengan aku ke lepas habis S P M kita kerja macam,3.3704988956451416
kedai makan situ ke lepas habis S P M,kedai makan situ ke lepas habis S P M,2.041794776916504
ah,ah,0.448314905166626
oh okey faham,oh okey faham,0.9404387474060059
kerja senang la tu macam kat kedai makan tolong orang basuh pinggan,kerja senang la tu macam kat kedai makan tolong orang basuh pinggan,2.310934543609619
oh,ah,0.4307670593261719
betul juga tu,betul juga tu,0.7511999607086182
okey lah,kejap,0.6345288753509521
okey kejap kejap tu-tunggu tunggu sikit lagi,okey kejap kejap tu-tunggu tunggu sikit lagi,2.285090446472168
sepuluh saat lagi sepuluh saat lagi,sepuluh saat lagi sepuluh saat lagi,1.6617951393127441
okey lah bye Am mak aku pun dah panggil dah tak apa ah busy ah ni,okey lah bye Am mak aku pun dah panggil dah tak apa ah busy ah ni,3.32037353515625
okey bye,okey bye,0.8567705154418945
hai,hai,0.4275176525115967
hai Athira,hai Athira,0.6190431118011475
di sekolah biasanya kau buat apa je,di sekolah biasanya kau buat apa je,1.398042917251587
aku kalau cuti biasanya,aku kalau cuti biasanya,0.9463644027709961
aku pergi rumah,aku pergi rumah,0.6250548362731934
nenek ataupun nenek-nenek saudara aku,nenek ataupun nenek-nenek saudara aku,1.568676233291626
kalau dah terlampau bosan duduk rumah lah macam tu je,kalau dah terlampau bosan duduk rumah lah macam tu je,2.068169116973877
kau pula,kau pula,0.7313034534454346
kau pergi bercuti kat mana biasanya,kau pergi bercuti kat mana biasanya,1.3875329494476318
pulau apa tu,pulau apa tu,1.1062347888946533
Johor ada ke aku baru tau,Johor ada ke aku baru tau,1.6407737731933594
oh aku baru tau weh,oh aku baru tau weh,1.3870325088500977
aku biasanya pergi,aku biasanya pergi,0.7765083312988281
ah ha rumah,ah ha rumah,0.651026725769043
rumah nenek saudara aku yang dekat Segamat tu je,rumah nenek saudara aku yang dekat Segamat tu je,1.8329787254333496
cuti situ je,cuti situ je,0.7697980403900146
ah pergi juga tapi lambat sikit lah tunggu macam cuti tu seminggu ke dua minggu ke baru bercuti jauh-jauh,ah pergi juga tapi lambat sikit lah tunggu macam cuti tu seminggu ke dua minggu ke baru bercuti jauh-jauh,4.288768529891968
beberapa tahun yang lepas aku pergi Thailand,beberapa tahun yang lepas aku pergi Thailand,1.4124209880828857
bercuti dekat sana,bercuti dekat sana,1.2146806716918945
kau selalu pergi,kau selalu pergi,1.1213622093200684
pantai Klebang yang kat Melaka tu ke,pantai Klebang yang kat Melaka tu ke,2.154916286468506
ya,ya,0.43377113342285156
dekat nya,dekatnya,0.7407457828521729
best lah kalau begitu kalau kau cuti selalu pergi sana,best lah kalau begitu kalau kau cuti selalu pergi sana,1.6080396175384521
kalau aku kalau bercuti tak selalu lah pergi pantai macam tu sebab,kalau aku kalau bercuti tak selalu lah pergi pantai macam tu sebab,2.2231664657592773
pernah lemas kan tu,pernah lemas kan tu,0.9587383270263672
tak nak lah pergi tu semua,tak nak lah pergi tu semua,0.9530789852142334
just cuti-cuti jalan gitu je,just cuti-cuti jalan gitu je,1.3787951469421387
ah biasanya kalau cuti seminggu gitu kalau pergi jalan jauh tidur hotel,ah biasanya kalau cuti seminggu gitu kalau pergi jalan jauh tidur hotel,2.817749500274658
contoh hotel yang aku pernah pergi ah dekat,contoh hotel yang aku pernah pergi ah dekat,1.9679522514343262
Melaka,Melaka,0.6918072700500488
tapi tak sure lah hotel apa sebab dah lama kan,tapi tak sure lah hotel apa sebab dah lama kan,1.6078464984893799
hm tu lah,um tu lah,0.6317219734191895
lagi apa,lagi apa,0.6299962997436523
kalau macam pergi ramai-ramai family,kalau macam pergi ramai-ramai family,1.361701488494873
kalau terlampau ramai tu kita orang tak tidur hotel tapi kita orang sewa homestay,kalau terlampau ramai tu kita orang tak tidur hotel tapi kita orang sewa homestay,2.8608787059783936
best lah kalau gitu,best lah kalau gitu,0.7946321964263916
ya kalau aku,ya kalau aku,0.6374166011810303
kalau aku selalu tidur,kalau aku selalu tidur,1.0565578937530518
tiga hari je,tiga hari je,0.9644246101379395
kalau ah kita orang dia tak ikut satu malam tapi dia cuma ikut berapa hari macam,kalau ah kita orang dia tak ikut satu malam tapi dia cuma ikut berapa hari macam,3.593571901321411
dia ada tetapkan macam tiga hari limit macam tu lepas tu lima hari dengan tujuh hari,dia ada tetapkan macam tiga hari limit macam tu lepas tu lima hari dengan tujuh hari,3.0148725509643555
tak berapa dia boleh [UNK] dia boleh [UNK] lagi lah dengan owner tu,tak berapa dia boleh bin- dia boleh kautim lagi lah dengan owner tu,2.2174487113952637
selain Melaka ah,selain Melaka ah,0.8776040077209473
sebab kan dah lama tak pergi Port Dickson aku teringin nak bercuti dekat Port Dickson,sebab kan dah lama tak pergi Port Dickson aku teringin nak bercuti dekat Port Dickson,2.8930985927581787
sebab Port Dickson dia punya,sebab Port Dickson dia punya,1.3010811805725098
pantai tu macam tenang je,pantai tu macam tenang je,1.591604471206665
best je pergi,best je pergi,0.9334995746612549
Terengganu,Terengganu,0.8384778499603271
maksud engkau pergi Terengganu untuk,maksud engkau pergi Terengganu untuk,1.6343531608581543
bercuti best ke,bercuti best ke,0.8520481586456299
semata mata jumpa penyu,semata mata jumpa penyu,1.047309160232544
hm,hm,0.41548824310302734
Terengganu pantai apa yang ada dekat situ,Terengganu pantai apa yang ada dekat situ,1.5924882888793945
Teluk Ketapang dekat mana bahagian mana daerah means macam daerah mana dekat Terengganu tu,Teluk Ketapang dekat mana bahagian mana daerah means macam daerah mana dekat Terengganu tu,3.59826922416687
oh,hm,0.5031535625457764
sebab aku pun,sebab aku pun,1.0043296813964844
dah lama tak pergi dan jarang bercuti,dah lama tak pergi dan jarang bercuti,1.9334018230438232
um,hm,0.5820415019989014
kan,kan,0.5949153900146484
ha um aku nak tanya,ha um aku nak tanya,0.9647982120513916
tempat yang kau teringin paling teringin dekat luar negara lah tempat mana yang kau nak bercuti,tempat yang kau teringin paling teringin dekat luar negara lah tempat mana yang kau nak bercuti,3.3396315574645996
sama lah,sama lah,0.5475068092346191
oh,ah,0.41692113876342773
okey okey lagi satu,okey okey lagi satu,0.9704082012176514
ha,ah,0.41660356521606445
bercuti dekat Korea ni kita ada tunggu masa dia kan musim sejuk musim tu semua kau paling teringin nak pergi musim apa,bercuti dekat Korea ni kita ada tunggu masa dia kan musim sejuk musim tu semua kau paling teringin nak pergi musim apa,4.191439151763916
wow,wow,0.5534379482269287
lagi,lagi,0.7437763214111328
tempat apa lagi yang kau,tempat apa lagi yang kau,1.3978209495544434
nak sangat pergi dengan family atau pun kawan kawan,nak sangat pergi dengan family atau pun kawan kawan,1.522782802581787
dekat mana tu,dekat mana tu,0.827502965927124
oh dekat bandar Korea lah,oh dekat bandar Korea lah,1.0453822612762451
um ada satu tempat dekat Korea pulau tu kan dia jauh kena naik kapal terbang daripada dalam Korea juga apa nama pulau tu,um ada satu tempat dekat Korea pulau tu kan dia jauh kena naik kapal terbang daripada dalam Korea juga apa nama pulau tu,4.348591566085815
ah um macam tu,ah um macam tu,0.7652077674865723
dekat Korea ada satu tempat yang kita boleh pakai dia punya baju kan yang Hanbok tu,dekat Korea ada satu tempat yang kita boleh pakai dia punya baju kan yang Hanbok tu,3.0175507068634033
um baju tu semua kita sewa kan untuk bayar pinjam je,um baju tu semua kita sewa kan untuk bayar pinjam je,2.725527763366699
okey okey um,okey okey um,0.8667376041412354
kau tak terngin nak pergi macam negara negara,kau tak terngin nak pergi macam negara negara,1.7136778831481934
orang orang Inggeris ke macam,orang orang Inggeris ke macam,1.0515384674072266
U K ke,U K ke,0.6379129886627197
nak jumpa kangaroo,nak jumpa kangaroo,0.840306282043457
tapi kalau aku paling best dekat Jepun ah,tapi kalau aku paling best dekat Jepun ah,1.5855464935302734
dekat Jepun kan ada Disneyland,dekat Jepun kan ada Disneyland,1.2484302520751953
ha Disneyland tu paling best lah,ha Disneyland tu paling best lah,0.9557054042816162
sebab,sebab,0.5128791332244873
tak pernah lagi pergi Disneyland tu so aku nak try tengok lah Disneyland tu macam mana semua,tak pernah lagi pergi Disneyland tu so aku nak try tengok lah Disneyland tu macam mana semua,3.1656768321990967
sebab tempat tu besar,sebab tempat tu besar,1.302889347076416
Afrika apa yang ada dekat sana,Afrika apa yang ada dekat sana,1.1711537837982178
hm,hm,0.4218895435333252
tapi dekat dalam Malaysia ni,tapi dekat dalam Malaysia ni,1.0570850372314453
yang aku tidak pernah lagi pergi dekat,yang aku tidak pernah lagi pergi dekat,1.1544625759124756
Pahang,pahang,0.6236515045166016
kat mana tu Pahang,kat mana tu Pahang,0.9268081188201904
erm tapi dekat Pahang pun best juga sebab ada Cameron Highland kan,erm tapi dekat Pahang pun best juga sebab ada Cameron Highland kan,2.156587600708008
ha,hm,0.4379761219024658
ladang teh,ladang teh,0.6393113136291504
oh ladang teh,oh ladang teh,0.7077133655548096
so rumah rumah nenek engkau tu dekat je lah dengan ladang ladang tu semua,so rumah rumah nenek engkau tu dekat je lah dengan ladang ladang tu semua,3.364380121231079
sana sejuk,sana sejuk,0.9546530246734619
ah berapa darjah celcius biasanya kalau malam tu,ah berapa darjah celcius biasanya kalau malam tu,2.0192666053771973
best tak kalau tidur ke apa ke,best tak kalau tidur ke apa ke,1.187450647354126
em best lah kalau macam tu,em best lah kalau macam tu,0.9626922607421875
lagi apa lagi tempat yang engkau nak cadangkan dekat aku untuk pergi,lagi apa lagi tempat yang engkau nak cadangkan dekat aku untuk pergi,2.347343921661377
Sarawak dia ada satu yang sungai buaya tu kan,Sarawak dia ada satu yang sungai buaya tu kan,1.850102186203003
oh okey okey ah,oh okey okey ah,0.9508790969848633
kalau Sabah pula apa yang engkau,kalau Sabah pula apa yang engkau,1.926405668258667
ni um,ni um,0.7453963756561279
sebab apa kau suruh aku pergi Sabah,sebab apa kau suruh aku pergi Sabah,1.9539635181427002
rumah panjang,rumah panjang,0.7315738201141357
oh okey okey,oh okey okey,0.8379857540130615
erm,hm,0.41161179542541504
kalau aku nak suruh engkau pergi,kalau aku nak suruh engkau pergi,1.3866441249847412
Indon,Indon,0.5326509475708008
ya,ya,0.4135420322418213
sebab Indon dia punya tempat dia menarik,sebab Indon dia punya tempat dia menarik,1.5829646587371826
ha sebab,ha sebab,0.60011887550354
dia punya lagi satu kalau engkau nak tukar duit Malaysia ke duit Indon sangat murah,dia punya lagi satu kalau engkau nak tukar duit Malaysia ke duit Indon sangat murah,2.924459457397461
sebab itu engkau boleh pergi bercuti dekat situ,sebab itu engkau boleh pergi bercuti dekat situ,2.44053316116333
lagi satu erm,lagi satu erm,1.0664970874786377
banyak tempat yang engkau boleh pergi,banyak tempat yang engkau boleh pergi,1.6397483348846436
erm Surabaya,erm Surabaya,0.7230777740478516
hm ya lah tu,hm ya lah tu,0.7354147434234619
aku pun tak [UNK] tak sure sangat,aku pun tak su- tak sure sangat,1.1759247779846191
ha itu saja lah yang aku cadangkan kau pergi dekat,ha itu saja lah yang aku cadangkan kau pergi dekat,1.7413036823272705
Indon itu,Indon itu,0.638085126876831
erm tempat lain kalau engkau hendak pergi boleh juga tapi aku tidak sure dekat mana,erm tempat lain kalau engkau hendak pergi boleh juga tapi aku tidak sure dekat mana,2.6237378120422363
boleh lah engkau boleh pergi situ lah,boleh lah engkau boleh pergi situ lah,1.420987606048584
erm kau hendak aku suggestkan dekat dalam Malaysia ataupun luar Malaysia,erm kau hendak aku suggestkan dekat dalam Malaysia ataupun luar Malaysia,2.9797635078430176
dalam Malaysia engkau pergi Perak,dalam Malaysia engkau pergi Perak,1.701575756072998
sebab dekat Perak itu dia ada,sebab dekat Perak itu dia ada,1.3348486423492432
zoo zoo Perak tu dia agak besar dan dalam tu macam macam haiwan yang ada tak macam dekat zoo Johor ni,zoo zoo Perak tu dia agak besar dan dalam tu macam macam haiwan yang ada tak macam dekat zoo Johor ni,3.3157198429107666
ah dia lagi luas and then kalau engkau penat engkau boleh naik [UNK],ah dia lagi luas and then kalau engkau penat engkau boleh naik kre-,2.78312349319458
kereta dia macam keretapi dia akan bawa kau orang pusing dekat dalam satu zoo tu,kereta dia macam keretapi dia akan bawa kau orang pusing dekat dalam satu zoo tu,2.813859224319458
erm dia macam Zoo Negara,erm dia macam Zoo Negara,1.2555804252624512
lagi best la tempat dia pun ada jual banyak barang makanan semua,lagi best la tempat dia pun ada jual banyak barang makanan semua,2.9219329357147217
erm tempat lain dah tak sure dah sebab,erm tempat lain dah tak sure dah sebab,1.431936264038086
tak banyak sangat yang best dekat Malaysia ni engkau pula suggest kan,tak banyak sangat yang best dekat Malaysia ni engkau pula suggest kan,2.048842191696167
Paris oh best juga kota cinta kan tu,Paris oh best juga kota cinta kan tu,1.5441176891326904
um memang lah memang akan sinonim pun tapi lagi better kalau pergi dengan kawan-kawan lagi best,um memang lah memang akan sinonim pun tapi lagi better kalau pergi dengan kawan-kawan lagi best,2.6502199172973633
bye,bahai,0.5354251861572266
hai Bai,hai Bai,0.5225915908813477
aku tengah tak buat apa-apa ni,aku tengah tak buat apa-apa ni,1.5493216514587402
tapi aku tengah tengok-tengok Internet ni sebab aku telefon aku rosak so kena cari telefon yang baru,tapi aku tengah tengok internet ni sebab aku telefon aku rosak so akan menjadi telefon yang baru,3.5552191734313965
ha,ah,0.4507615566253662
tak ah ni aku kat rumah lagi aku tak beli lagi sebab aku tengah,tak ah ni aku kat rumah ni tak beli lagi sebab aku tengah,2.084019899368286
aku nak tahu dulu kelebih-kelebihan phone ni,aku nak tahu dulu keber- kelebihan pukul eh,1.9568088054656982
ah,ah,0.44042181968688965
em,eh,0.4260377883911133
tapi kalau kau,tapi kalau kau,0.7375576496124268
ah [UNK] phone aku rosak ni sebab ni masuk air,ah kalau for- for kesakit sebab ni masuk air,1.6987311840057373
ah sebab orang kata telefon en kalau masuk air kan masuk dalam beras aku masuk ah lepas tu dia tetap tak hidup,ah sebab oh kata tanya phone ni kan kalau masa air kan masuk dan beraku masuk lepas tu dia tetap tak hidup,4.60232400894165
ah,ah,0.4655294418334961
mahal sikit,mas sikit,0.6465888023376465
em tapi,hm tapi,0.5130112171173096
em tapi kau kira [UNK] phone yang kalis air ni macam mana,oh tapi kau untung sayur phone yang kali sayur macam ni,1.8387987613677979
ah,ah,0.4370243549346924
iPhone X eh,ai Fud-ai,0.8113136291503906
sebelah oh,sebelas oh,0.7191991806030273
tapi mahal ah bajet aku bawah dua ribu je,tapi mahal lah bajet aku bawah dua ribu je,1.8130977153778076
ha ada tak kalau yang dua ribu K,oh ada lah kalau yang dua ribu okey,1.4003052711486816
em tapi ah yang setahu aku ada orang cakap ROG okey tapi ROG tiga ribu ah em Asus ROG,hm tapi aku yang setahuk aku ada orang cakap RO G okey tapi RO G Tiga ribu lah hm asis O G,4.433905124664307
aku ingat kalau boleh nak cari yang apa ni,aku pun kan kalau boleh nak cari lah apa ni,1.8740782737731934
ram besar lah semua,ran besar la semua,0.748161792755127
em sebab,um sebab,0.6280345916748047
aku nak main game semua lah,ah aku nak main game semua lah,1.062748908996582
oh,oh,0.41118431091308594
ah ah eh aku pakai phone ah phone mak aku ah tapi phone lama mak aku ah,ha ah eh aku pakai phone ah phone mak aku ah tapi phone lama mak aku ah,2.1770763397216797
ram tinggi lepas tu gib ah gib,randing gig lepas tu gip ah gip,1.5029327869415283
kamera cantik,Kimber jantik,0.811185359954834
em,hm,0.42381834983825684
em,hm,0.4170815944671631
oh so kena ambil ram [UNK] besar sikit ah,oh so kenal ambil ram bat besar sikit lah,1.864807367324829
kalau kau kau tahu phone apa yang ram besar,kalau kau kau tahu phone apa yang ramsa,1.9527292251586914
em,ah,0.5945844650268555
oh kalau oh Redmi ah Redmi tu sekarang aku tengok tengah ni juga top sekarang,oh kalau oh red mi lah dengar tengah ni ke top sekarang,2.14508056640625
sebab orang kata bateri dia okey lepas tu harga pun,sebab orang kata bateri dia okey lepas tu harga pun,2.0976741313934326
berpatutan ah,berbatutan lah,0.7645235061645508
em,em,0.43303608894348145
kalau ni okey tak Samsung,kalau ni okey ah Samsung,1.102290153503418
em,em,0.4124939441680908
Samsung yang baru-baru ni ah sebab sebab orang kata Samsung ni kamera lagi cantik daripada iPhone aku dengar macam tu lah so macam,Samsung yang baru-baru ni sebab sebab kau tersamsung eh kamera lagi cantik bayar aku dengar macam gitu lah so macam,4.137894153594971
oh baik Samsung ram pun okey besar,oh baik Samsung ram pun okey besar,1.5814423561096191
em,em,0.6141345500946045
tapi kau guna phone apa sekarang,tapi kau berluh phone apa sekarang,1.6266982555389404
apa,ah apa,0.5154294967651367
oh sementara kau guna lah,oh semtara kau gunalah,1.0594239234924316
em,ah,0.4216334819793701
ya ah memang ah,ya memang lah,0.6251804828643799
oh,oh,0.4133467674255371
kau dah ni belum search,kau dah ni belum search,0.9532067775726318
kau isi phone yang sebelum kau nak guna,kau iti phone yang sebelum kau guna,1.4741008281707764
kau macam kaji ah,kau macam kerja lah,0.9344944953918457
tapi kau puas hati tak oh kau nak beli iPhone seven sebab aku tengok pun iPhone kan iPhone kan bila,tapi kau buatia oh kau nak beli S-saya sebab aku tengok pun Iphone kan Iphone kan bila,3.5448508262634277
keluar baru kan harga yang phone lama kan makin murah murah kan,luar baru kan harga yang full lama kan makin murah murah kan,3.0400240421295166
oh,oh,0.6166820526123047
tapi aku tengok iPhone pun iPhone ni satu je ah kekurangan bateri dia bateri,tapi itu yang Iphone pun Iphone satu ya aku kurang nak beritahu dia beritahu,2.739149570465088
tapi aku tak minat mana kalau powerbank baik aku rasa baik Samsung kan cuma Samsung,tapi aku tak minat mana kalau powerbank baik akhasa baik Samsung ah cuma Samsung,2.4117720127105713
slack dia boomerang je lah boomerang dia ni kan,sebab dia bumerang ni lah bumerang dia ni kan,1.9116311073303223
setiap apa mesti ada kelemahan,setiap pun mesti kelemahan,1.2830991744995117
bateri ah pro-problem sikit,bateri ah pro- problem sikit,1.267120599746704
kalau Samsung ni boomerang ah dia satu boomerang ah bateri semua okey,kalau Samsung ni bumerang lah dia satu bumerang lah batis semua okey,3.2991116046905518
ah aku macam kalau lain macam Huawei apa semua aku tak minat sebab bapa aku cakap dari China so macam aku kalau Cina ni,ah aku macam kalau lain macam kuah weh so aku tak minat sebab bapa aku cakap dia ada Cina so macam aku bana Cina ni,4.369742393493652
kau faham faham ah,kau pun bangap lah,0.9758410453796387
sebab Huawei pun centre sini kurang kan kalau macam Samsung,sebab huay pun centre sini kurang kan kalau macam Samsung,1.8605666160583496
kan ada banyak macam search situ kan banyak benda ni,kan ada banyak macam isu tu kan banyak dua ni,1.4873106479644775
dia punya apa,dia punya apa,0.7383084297180176
dia punya centre centre nak betulkan,dia punya center-center nak betul kan,1.5053560733795166
ah,ah,0.5371701717376709
ah,ah,0.5447335243225098
kalau aku ah kalau aku ni ah Asus sebab Asus kan aku tengok sekarang tengah top laptop dia tu,kalau aku lah kalau aku ni ah asis sebab asis kan aku tahu sekarang tengah top oh lepas tu,3.9113149642944336
tapi family aku banyak guna HP dengan Toshiba je aku,tapi family aku banyak guna H P dengan Toshiba telah aku,2.056245803833008
HP laptop HP tu,head head S P letak S P M,1.2506532669067383
ah laptop laptop ni ah aku tak tau apa apa tengok mana harga,ah laptop laptopnya aku tak tahu apa apa tak mana haga,1.7446329593658447
sebab aku pun belum belum pernah guna laptop kan,sebab aku kan belum belum pernah molet top kan,1.5055272579193115
ah lepas tu,ah lepas tu,0.7459113597869873
oh kau nak kamera ke nak kamera dengan phone,oh kau nak kamera ke nak kamera nak apa eh,1.4124953746795654
Canon ah Canon sebab aku biasa tengok kan kalau orang ambil gambar cantik cantik semua biasa Canon ah sebab Canon jenama,kaner lah kaner sebab aku best tengok kan kalau orang ga baca cantik semua biasanya kaner lah sebab kaner pun dia nama,5.127707242965698
ah phone ah aku suggest ah iPhone dengan Samsung ah Samsung iPhone dengan Samsung,ah phone ah aku saja tak ada iPhone dengan Samsung ah Samsung iPhone dengan Samsung,2.0503973960876465
iPhone kau kena kau kena ambil eleven ah eleven dia orang kata bateri okey,ahis bukan kau pernah ni kau benar ni level ah level ni better better okey,2.308220386505127
erm ha ah,em ah,0.5493471622467041
tapi iPhone kan sekarang ada keluar SE eh yang baru tapi bateri dia ah seribu lebih tak silap aku,tapi Iku pun sekarang ada keluar S E kan yang baru tak lebih tiga lah seri buru lebih tak aku,3.1282715797424316
yang SE punya yang baru,yang S E ni yang baru,1.1532576084136963
ah sebab tapi SE ni bateri kurang tapi orang kata apa ni dia punya kelebihan sama dengan eleven tak silap aku,ha sebab tapi S E ni biasa kurang tapi orang kata apa ni dia punya kelebihan sama dengan iler benda aku,4.741093158721924
oh kira dia orang chat apa semua tak guna,oh kira dia orang check apa semua tak guna,1.5370073318481445
khas untuk iPhone je,hasup tak air phone je,0.9619064331054688
tapi iPhone je dia iPhone dengan iPhone ke boleh dengan phone lain,tapi iPhone je dia iPhone iPhone ke boleh dengan phone lain,1.6256792545318604
oh,oh,0.3995335102081299
oh,oh,0.4070308208465576
dia kalau iPhone dengan iPhone je lah baru boleh,dia kalau naip-naip pun ya boleh boleh,1.5700643062591553
dia ada juga,dia ada juga,0.7325670719146729
erm ah ada dia ada face yang ni aku ada tengok juga,hm ah dia dia ada face yang ni aku ada tengok ke,1.8231878280639648
erm,ah,0.5363337993621826
latest punya tak ada kut dia yang baru-baru je ada,lata sebenarnya tak ada tu dia yang baru bari ada,2.5188794136047363
hm,em,0.5359241962432861
ha,ah,0.4337489604949951
surai,surat,0.5275225639343262
dia oh,di o,0.5139462947845459
sebab dulu kan yang kita tahu kan telefon awam kan dia orang kan kalau nak berkomunikasi kan kena guna telefon awam juga kan,sebab dulu kan yang kita tau kan telefon orang kan kalau nak berkongikasi kan kena telefon orang je kan,3.187493324279785
tu lah tu sekarang negara kita dah maju dengan telekomunikasi,tu lah tu sekarang dekat kita dah maju dengan telekomunikasi,2.1270811557769775
information,informations,0.546682596206665
kerajaan ni,kerajaan ni,0.8649671077728271
dia macam,dia macam,0.6364600658416748
hm,eh,0.419358491897583
nak beritahu,nak bagitahu,0.8261351585388184
tu inisiatif kerajaan dia telefon ni canggih supaya rakyat dapat senang lagi la tahu kalau,tu ini search belajaran dia telefon ni canggis para raya raya dapat senang lagi lah tahu kalau,4.218469858169556
tapi kan anak muda sekarang banyak salah guna macam remaja sekarang,tapi kan anak muda sekarang banyak salah guna macam romaji serap,2.201948642730713
hm,ah,0.4568912982940674
imej negara,emis negara,0.7334628105163574
diri sendiri oh masyarakat lah,dia diri sendiri oh masyarakat lah,1.4956531524658203
maruah dia tak dia sebab nak jaga kejar nama eh,maruah dia tak dia sebab nak jaga nak kerja nama eh,2.1629581451416016
hm,em,0.4168577194213867
yang apa,yang apa,0.5286157131195068
hm betul tu,hm betul tu,0.7104916572570801
tu boleh bawa keburukan yang ni la besar tapi kebaikan nya banyak juga dia kira benda satu benda ni telekomunikasi ni ada kebaikan dan keburukan ah,tu boleh buat keburukan yang ni ah besar tapi kebaikan dia banyak je ke dia kira benda satu benda ni tenggung ni kasi yang kebaikan keburukan ah,6.307050704956055
hm,hm,0.44199347496032715
kalau boleh kita guna untuk kebaikan ah tapi sesetengah kita banyak tapi kita kan remaja kan banyak untuk keburukan daripada kebaikan,kalau boleh kita guna untuk kebaikan lah tapi setengah kita banyak tapi kita kan promajikan lebih banyak kuadak keburukan benda kebaikan,4.401760578155518
kalau engkau perasan,tolong kepasan,1.091487169265747
hm,em,0.43515920639038086
hm,hm,0.4269990921020508
Wan so kita boleh cek dari,ah so kita boleh check dari,0.964249849319458
eip,e,0.39699363708496094
tiga,tiga,0.5231382846832275
hm,eh,0.5508654117584229
hm erm,ha ah,0.672945499420166
kira,kira,0.6856017112731934
daripada cari buku an macam pening sikit an kalau macam dekat internet kan dia ada jelas,daripada cari buku kan macam pening sikit kan kalau macam kat internet kan dia ada jelas,3.5419564247131348
ha dia kalau dekat internet kan dia ada jelas kan semua kan kira kerja kita lagi senang la,ah dia kalau kat internet kan ada jelaskan sumum kan kira kerja kita je lagi senang lah,3.028160810470581
hm,eh,0.45411157608032227
kira kita kita dah boleh jimat masa kita boleh buat benda lain la,kira situ kita dah boleh gimat masa kita boleh buat de lah,1.8468644618988037
erm,eh,0.4229903221130371
oh senang,oh senang,0.6199154853820801
betul juga tu,betul juga tu,0.7203748226165771
fakta lebih kurang,fatah jami kurang,1.0802295207977295
fakta la berbanding eh,fahamlah pun banding eh,1.5413169860839844
bukan tertumpu macam satu benda tu kan dia lebih kurang,bukul tertumpu macam satu benda tu kan dia lebih kurang,2.857156753540039
