reference,whisper_small_prediction,whisper_large_v3_prediction,whisper_small_process_time,whisper_large_v3_process_time
kalau kau kau tahu phone apa yang ram besar,kalau kau kau tahu phone apa yang ram sub,kalau kau kau tahu phone apa yang RAM besar,1.7811670303344727,3.731842279434204
em,ah,em,0.45658445358276367,0.9446895122528076
oh kalau oh Redmi ah Redmi tu sekarang aku tengok tengah ni juga top sekarang,oh kalau oh Redmi ah Redmi kan apa tengok tengah ni ke top sekarang,oh kalau oh Redmi ah Redmi ah kena tengok tengah ni juga top serang,2.14961314201355,4.729010581970215
sebab orang kata bateri dia okey lepas tu harga pun,sebab orang kata bateri dia okey lepas tu harga pun,sebab orang kata bateri dia okey lepas tu harga pun,2.6901707649230957,4.73491907119751
berpatutan ah,berbatutan lah,berbatutan lah,0.8107075691223145,1.6033337116241455
em,hm,hmm,0.43147706985473633,0.9233169555664062
kalau ni okey tak Samsung,kalau ni okey ah Samsung,kalau ni okey ah Samsung,1.1031770706176758,2.335954189300537
em,hm,em,0.5715460777282715,1.1950831413269043
Samsung yang baru-baru ni ah sebab sebab orang kata Samsung ni kamera lagi cantik daripada iPhone aku dengar macam tu lah so macam,Samsung yang baru-baru ni sebab sebab kau terSamsung yang kamera lagi cantik beli semuanya aku dengar cikulah so macam,Samsung yang baru-baru ni sebab sebab aku kata Samsung kan kambar lagi cantik berdaripada aku dengar cerita tu lah so macam,5.102017879486084,10.052870512008667
oh baik Samsung ram pun okey besar,oh baik Samsung RAM pun okey besar,oh baik Samsung RAM pun okey besar,1.3299822807312012,2.4785265922546387
em,hm,em,0.4424114227294922,0.9537105560302734
tapi kau guna phone apa sekarang,tapi kau guna phone apa sekarang,tapi kau kena fungsi apa sekarang,1.191657304763794,2.881681203842163
apa,apa,ah lah,0.45426106452941895,1.3973400592803955
oh sementara kau guna lah,oh sementara engkau gunalah,oh sentara yang kau gunalah,1.8793976306915283,2.643500328063965
em,em hm,hmm,0.5640490055084229,0.9409785270690918
ya ah memang ah,ya memang ah,ya memang ah,0.6513936519622803,1.3625819683074951
oh,oh,oh,0.4281949996948242,0.9241189956665039
kau dah ni belum search,kau dah ni belum switch,kau dah ni belum ses,1.001671552658081,2.027686595916748
kau isi phone yang sebelum kau nak guna,co-o-tip phone yang sebelum berakuna,kualiti phone yang sebelum kau nak guna,2.124938726425171,3.8905715942382812
kau macam kaji ah,kau macam kerja ah,kau macam kajian,1.0392723083496094,2.0330588817596436
tapi kau puas hati tak oh kau nak beli iPhone seven sebab aku tengok pun iPhone kan iPhone kan bila,tapi kau buati ah oh kau nak beli percaya yang sebab aku tengah apa aku nak ibu kan ibu kan ibu kan bila,tapi kau buat hati ah oh kau nak beli iphone seri mula sebab aku tengok apa iphone kan iphone kan bila,4.275970697402954,9.093178510665894
keluar baru kan harga yang phone lama kan makin murah murah kan,luar baru kan harga yang full lama kan makin murah murahkan,keluar baru kan harga yang full lama kan makin murah murah kan,2.2840981483459473,5.052870512008667
oh,ah,ah,0.5989460945129395,1.2876605987548828
tapi aku tengok iPhone pun iPhone ni satu je ah kekurangan bateri dia bateri,tapi saya tengok iPhone pun iPhone satu yang aku kurang nak bateri dia bateri,tapi tengok iphone pun iphone satu ya aku kurang naik bateri dia bateri,2.832376480102539,5.3561296463012695
tapi aku tak minat mana kalau powerbank baik aku rasa baik Samsung kan cuma Samsung,tapi aku tak minat mana kalau Pobeng baik akasah baik Samsung ah cuma Samsung,tapi aku tak minat mana kalau power bank baik aku rasa baik Samsung lah cuma Samsung,2.658362627029419,5.909207105636597
slack dia boomerang je lah boomerang dia ni kan,selain dia bumurang ni lah bumurang dia ni kan,selek dia boomerang lah boomerang dia ni kan,1.9781341552734375,3.775639295578003
setiap apa mesti ada kelemahan,siapa mesti ikliman,siapa yang mesti iklim lain,1.1733133792877197,2.850031614303589
bateri ah pro-problem sikit,bitri apa problem sikit,bateri lah problem sikit,1.4300098419189453,2.6144752502441406
kalau Samsung ni boomerang ah dia satu boomerang ah bateri semua okey,kalau Samsung ni bumerang lah dia satu bumerang lah bateri semua okey,kalau samson ni boomerang ah dia satu boomerang ah betty semua okey,2.5784130096435547,5.115734577178955
ah aku macam kalau lain macam Huawei apa semua aku tak minat sebab bapa aku cakap dari China so macam aku kalau Cina ni,tak lah aku macam kalau lain macam huahui semua aku tak minat sebab bapa aku cakap dah jadi Cina so macam aku balas Cina ni,tak lah aku macam kalau lain macam Huawei tu semua aku tak minat sebab bapak aku cakap dari China so macam aku bahagian China ni,5.492502212524414,7.797558546066284
kau faham faham ah,kau faham-faham lah,kau faham lah,1.4927935600280762,2.6833150386810303
sebab Huawei pun centre sini kurang kan kalau macam Samsung,sebab huawai pun centre sini kurang kan kalau macam Samsung,sebab Huawei pun senter sini kurang kan kalau macam Samsung,2.4157228469848633,3.552546977996826
kan ada banyak macam search situ kan banyak benda ni,kan ada banyak macam isis itu kan banyak dunia ni,kan ada banyak macam ISIS tu kan banyak dia punya ni,1.7400987148284912,3.1091525554656982
dia punya apa,dia punya apa,dia punya apa,0.8638913631439209,2.103046417236328
dia punya centre centre nak betulkan,dia punya same tu same tu nak betul kan,dia punya senter-senter nak betulkan,2.0197839736938477,3.339378833770752
ah,oh,ah,0.45235443115234375,0.9307122230529785
ah,ah,ah,0.4332902431488037,0.9100689888000488
kalau aku ah kalau aku ni ah Asus sebab Asus kan aku tengok sekarang tengah top laptop dia tu,kalau aku lah kalau aku ni ah isis sebab isis kan aku suka tengah talk oh lepok dia,kalau aku ah kalau aku ni ah asus sebab asus kan aku tak suka tengah talk oleh top dia tu,3.2443201541900635,7.267729759216309
tapi family aku banyak guna HP dengan Toshiba je aku,tapi family aku banyak guna S P dengan tu S S S I B A T T T L aku,tapi family aku banyak guna HP dengan Toshiba ternyata aku,2.903512477874756,4.960007190704346
HP laptop HP tu,H P Laita H P M,h respi leh tu respi um,1.7899575233459473,2.742483139038086
ah laptop laptop ni ah aku tak tau apa apa tengok mana harga,ha laptop laptop nya aku tak tahu apa tak mana harga,ha laptop laptopnya aku tak tahu apa tak tahu mana harga,1.7425758838653564,3.566971778869629
sebab aku pun belum belum pernah guna laptop kan,sebab aku pun belum belum pernah guna laptop kan,sebab aku kan belum belum pernah guna laptop kan,1.5860373973846436,4.195018529891968
ah lepas tu,ah lepas tu,ah lepas tu,0.8188536167144775,1.6043879985809326
oh kau nak kamera ke nak kamera dengan phone,oh kau nak kamera ke nak kamera ngapul,oh kau nak camera ke nak camera dengan phone,1.4306442737579346,2.682697296142578
Canon ah Canon sebab aku biasa tengok kan kalau orang ambil gambar cantik cantik semua biasa Canon ah sebab Canon jenama,canon lah canon sebab aku biasanya tengok kan kalau orang gambar cantik cantik semua biasanya canon lah sebab canon pun dia nama,canon lah canon sebab aku biasa tengok kan kalau orang ambil gambar cantik cantik semua biasa canon lah sebab canon pun dia nama,4.727558374404907,9.102360486984253
ah phone ah aku suggest ah iPhone dengan Samsung ah Samsung iPhone dengan Samsung,ah phone ah aku suggest adalah iPhone dengan Samsung ah Samsung iPhone dengan Samsung,ah phone ah aku suggest lah iPhone dengan Samsung ah Samsung iPhone dengan Samsung,1.9860241413116455,4.659507513046265
iPhone kau kena kau kena ambil eleven ah eleven dia orang kata bateri okey,ah semuanya kau nak kau nak ambil eleven lah eleven orang kata betul okey,ah semua kau nak kau kena ambil eleven ah eleven orang kata betul ok,3.0315730571746826,4.65379786491394
erm ha ah,em ah ah,ah,0.6803436279296875,0.9509289264678955
tapi iPhone kan sekarang ada keluar SE eh yang baru tapi bateri dia ah seribu lebih tak silap aku,tapi aku suka nak nak keluar S E eh yang baru takkan bateri dia lah sikit boleh bateri aku,tapi iPhone kan sekarang ada keluar SE eh yang baru tapi bateri dia lah 3000 mAh tak kira kau,3.511216402053833,6.647224187850952
yang SE punya yang baru,yang S E ni yang baru,yang SE ni yang baru,1.0294380187988281,1.8054397106170654
ah sebab tapi SE ni bateri kurang tapi orang kata apa ni dia punya kelebihan sama dengan eleven tak silap aku,ah sebab tapi S I ni bateri kurang tapi orang kata apa ni dia punya kelabian sama dengan eleven telak aku,ah sebab tapi SE ni bateri kurang tapi orang kata apa ni dia punya kelebihan sama dengan 11 telat aku,3.7965188026428223,7.726353406906128
oh kira dia orang chat apa semua tak guna,oh kira dia orang check apa semua tak guna,oh kira dorang cek apa semua tak guna,1.6204190254211426,3.329813003540039
khas untuk iPhone je,hasup tak telefon je,hasil untuk iPhone je,1.1574902534484863,2.505615234375
tapi iPhone je dia iPhone dengan iPhone ke boleh dengan phone lain,tapi iPhone je dia iPhone iPhone ke boleh dengan phone lain,tapi iPhone je dia iPhone iPhone ke boleh dengan phone lain,1.8981890678405762,3.4401559829711914
oh,oh,oh,0.45023107528686523,0.9201493263244629
oh,oh,oh,0.43328428268432617,0.9229402542114258
dia kalau iPhone dengan iPhone je lah baru boleh,dia kalau nge-nge-pun ya baru boleh,dia kalau dengan iphone ya baru boleh,1.9013206958770752,3.5753352642059326
dia ada juga,dia ada juga,dia ada juga,1.1241309642791748,1.599168300628662
erm ah ada dia ada face yang ni aku ada tengok juga,hm ah ada dia ada face yang ni aku ada tengok itu,ha ada dia ada face yang ni aku ada tengok juga,1.8330645561218262,3.3111283779144287
erm,ah,em,0.4514315128326416,0.9296696186065674
latest punya tak ada kut dia yang baru-baru je ada,later semua tak ada ke dia yang baru baru duit ada,latest punya tak ada kot dia yang baru baru dia ada,1.7806143760681152,4.4415905475616455
hm,hm,em,0.4525182247161865,0.9356064796447754
ha,oh,ah,0.426192045211792,0.9122896194458008
surai,surat,surat,0.5398738384246826,1.1462674140930176
dia oh,di oh,ni oh,0.5621309280395508,1.1537501811981201
sebab dulu kan yang kita tahu kan telefon awam kan dia orang kan kalau nak berkomunikasi kan kena guna telefon awam juga kan,sebab dulu kan yang kita tahu kan telefon orang-orang kan dia orang kan kalau nak berkomunikasi kan kena telefon orang-orang ni,sebab dulu kan yang kita tahu kan telefon orang kan dia orang kan kalau nak berkomunikasi kan kena telefon orang je kan,4.112030744552612,7.929560899734497
tu lah tu sekarang negara kita dah maju dengan telekomunikasi,tuah itu sekarang kalau kita dah maju dengan telekomunikasi,tu ah tu sekarang ni kalau kita dah maju dengan telekomunikasi,2.077449083328247,4.525938987731934
information,information,information,0.5845177173614502,1.2877790927886963
kerajaan ni,kerjaan ni,kerajaan ni,1.1250154972076416,1.8344626426696777
dia macam,dia macam,dia macam,0.65645432472229,1.362476110458374
hm,hm,em,0.4365196228027344,0.9270360469818115
nak beritahu,nak biar tahu,Nabi tahu,0.7536227703094482,1.4043176174163818
tu inisiatif kerajaan dia telefon ni canggih supaya rakyat dapat senang lagi la tahu kalau,tu ini certificate raja kan dia telefon ni cari supaya rakyat dapat senang bagilah tau kalau,tu inisiatif kerajaan dia telefon ni canggih supaya rakyat dapat senang lagi lah tahu kalau,3.082566022872925,7.801681280136108
tapi kan anak muda sekarang banyak salah guna macam remaja sekarang,tapi kan anak muda sekarang banyak selalu guna macam romaji sekarang,tapi kan anak muda sekarang banyak salah guna macam remaja sekarang,2.214667797088623,4.18562388420105
hm,hm,em,0.568061113357544,1.1893188953399658
imej negara,Ingis Negara,Inglis negara,1.2757198810577393,2.2213215827941895
diri sendiri oh masyarakat lah,dia diri sendiri oh masyarakat ah,diri sendiri oh masyarakat lah,1.5810039043426514,2.648864507675171
maruah dia tak dia sebab nak jaga kejar nama eh,maru war dia tak dia sebab nak jaga nak kerja nama kan,maruah dia tak dia sebab nak jaga nak kejar nama eh,2.2741856575012207,5.525073528289795
hm,hm,em,0.6501891613006592,0.9336588382720947
yang apa,yang apa,yang apa,0.5452611446380615,1.1390876770019531
hm betul tu,hm betul tu,em betul tu,0.7691671848297119,1.5695667266845703
tu boleh bawa keburukan yang ni la besar tapi kebaikan nya banyak juga dia kira benda satu benda ni telekomunikasi ni ada kebaikan dan keburukan ah,tu boleh buat keburukan yang ni ah besar tapi kebaikan dia banyak yuk ke berkira satu benda ni tengah negasinya kebaikan keburukan ah,tu boleh buat keburukan yang ni ah besar tapi kebaikan dia banyak juga dia kira satu benda ni telekomunikasi kan kebaikan keburukan ah,4.738926649093628,10.21651554107666
hm,hm,hmm,0.45113492012023926,0.9553165435791016
kalau boleh kita guna untuk kebaikan ah tapi sesetengah kita banyak tapi kita kan remaja kan banyak untuk keburukan daripada kebaikan,kalau boleh kita guna untuk kebaikan lah tapi setengah kita banyak tapi kita kan promasikan lebih banyak kuah ada keburukan pada kebaikan,kalau boleh kita guna untuk kebaikan ah tapi setengah kita banyak tapi kita kan remaja kan lebih banyak kepada keburukan berbanding kebaikan,5.159391641616821,9.627845764160156
kalau engkau perasan,tolong kau pasal,tolong perhatikan,1.1076428890228271,2.444927453994751
hm,hm,ke,0.6367144584655762,1.3370423316955566
hm,hm,em,0.6715450286865234,1.331740140914917
Wan so kita boleh cek dari,ah so kita boleh check dari,ah so kita boleh check dari,1.096055507659912,2.2062771320343018
eip,eh,in,0.4747164249420166,1.0005619525909424
tiga,tiga,tiga,0.5868937969207764,1.2093851566314697
hm,hm,em,0.45241475105285645,0.9747917652130127
hm erm,em em, eh eh,0.5621931552886963,1.2072663307189941
kira,kira,kira,0.7378818988800049,1.5072259902954102
daripada cari buku an macam pening sikit an kalau macam dekat internet kan dia ada jelas,daripada cari buku kan macam pening sikit kan kalau macam kat internet kan dia ada jelas,daripada cari buku kan macam pening sikit kan kalau macam kat internet kan dia ada jelas,3.9598217010498047,6.113246440887451
ha dia kalau dekat internet kan dia ada jelas kan semua kan kira kerja kita lagi senang la,ha ada kalau kat internet kan ada jelaskan semua kan kira kerja kita jelaki senang lah,ha dia kalau kat internet kan dia dia jelaskan semua kan kira kerja kita jadi lagi senang lah,3.557234764099121,7.011769771575928
hm,hm,em,0.46741795539855957,0.936255931854248
kira kita kita dah boleh jimat masa kita boleh buat benda lain la,kira dari situ kita dah boleh gimana masa kita boleh buat mjelik lah,kira situ kita dah boleh jimat masa kita boleh buat benda lain lah,2.384289264678955,4.929623126983643
erm,eh,eh,0.6453614234924316,1.2666840553283691
oh senang,oh senang,oh senang,0.6546540260314941,1.367311716079712
betul juga tu,betul juga,betul juga,0.6592273712158203,1.3598358631134033
fakta lebih kurang,fatah lebih kurang,fatah lebih kurang,0.8793370723724365,1.7813689708709717
fakta la berbanding eh,fattahlah pembanding eh,fatah lah pemanding eh,1.2123761177062988,2.034018039703369
bukan tertumpu macam satu benda tu kan dia lebih kurang,bukul tertumpu macam satu benda tu kan dia lebih kurang,bukul tertumpu macam satu benda tu kan dia lebih kurang,3.0181031227111816,4.55495285987854
satu benda tu dia jalan sampai dalam,satu benda dia jelah sampai dalam,satu benda dia jelas sampai dalam,1.4946167469024658,2.700613498687744
ha ah,ha ah,ah ah,0.565920352935791,1.1622107028961182
ha ah,ah,ah,0.4276442527770996,1.1473243236541748
kira kira ha kita kan kalau tak ada telekomunikasi kira kalau buku tu kan satu benda tu dia,kira-kira ah kita kan kalau tak ada tenang rasanya kira kalau bukutan je lah satu benda tu dia,kira kira ah kita kan kalau tak ada terima kasih kira kalau buku tu kan je lah satu benda tu dia,4.484107971191406,6.735314607620239
satu benda tu lepas tu dia bagi dalam dalam kalau kita cari dekat telefon an dia bagi fakta lain lepastu kita kena buat sendiri la,satu benda tu dia bantul-bantul dalam game dalam-dalam kalau macam kat phone yang kita carikan dia pergi faktaik lepas tu kita kena buat sendiri lah,satu benda tu lepas tu tu lah pergi mendalam mendalam kalau macam kat phone yang kita cari kan dia bagi fakta eh lepas tu kita kena buat sendiri lah,6.388975620269775,9.398603200912476
ha baik sabah aku,ah bayi sambung bayi aku,ha baik sahabat aku,1.647552490234375,2.673142433166504
ada lagi tiga puluh saat,alagi tiga puluh saat eh,ada lagi 30 saat,1.240642786026001,1.6212115287780762
okey,okey,okey,0.5620861053466797,1.1327142715454102
ah khabar baik ah ada apa lagi ya call,ah kau baik ah ada apa lagi ya kau kan,ha kalau baik ah ada apa lagi ya kor,1.4728996753692627,2.6671109199523926
kesihatan,kesihatan eh,kesihatan,0.7969305515289307,1.7790987491607666
oh tahu tahu ah tahu sebab,oh tau tau ah tau sebab,oh tahu tahu ah tahu sebab,1.6221389770507812,2.307697296142578
ah Malaysia ke ah apa ni mewakili tempat kedua dalam,ah Malaysia juga ah apa ni memangkiri tempat kedua dalam,ah Malaysia juga ah apa ni mewakili tempat kedua dalam,2.0629565715789795,3.9777305126190186
memang menjadi tempat pertama di ranking Asia ah ma-masalah kesihatan pasal obesiti,memang jadi tempat pertama di ranking Asia ah mas- masalah kesihatan pasal obesiti,memang jadi tempat pertama di ranking Asia ah mas mas masalah kesihatan pasal obesiti,3.095520257949829,6.273737668991089
kenapa ya dengan kesihatan di Malaysia,kenapa ya dengan sihatan di Malaysia,kenapa ya dengan kesihatan di Malaysia,1.375356912612915,2.7302818298339844
oh,oh,oh,0.444446325302124,0.953080415725708
macam ni la ah,macam mi lah ah,macam ni lah ha,0.8774416446685791,2.2985727787017822
sekejap macam,ya macam,sekejap macam,0.7859759330749512,2.0744404792785645
masalahnya kan dia daripada punca ah pemakanan seorang itu sendiri la dia tak kisah ke dia muda ke dia tua ke dia remaja ke dia tak kisah dia pasal ah ke inilah ke apa makanan yang diambil setiap hari la jadi itu menyebabkan ah masalah kesihatan di Malaysialah lagi satu di Malaysia ni dia punya makanan semua ah mempunyai banyak banyak-banyak benda macam minyak la macam contohlah rendang ah banyak yang banyak yang mempunyai ah kadar kalori yang tinggi la itu menyebabkan salah satunya ma-masyarakat di Malaysia mempunyai pelbagai penyakit yang dikatakan tadilah macam tu la,masalah ni kan dia daripada punca ah pemakanan seorang itu sendiri lah dia tak kisah ke dia muda ke dia tua ke dia maja ke dia tak kisah dia pasal ah ke ni lah ke apa makanan ah yang dia ambil setiap hari ah dia tu menyebabkan ah masalah kesihatan di Malaysia lah lagi satu di Malaysia ni dia punya makanan semua ah mempunyai banyak banyak benda macamminyak ah macam contohlah rendang ah banyak yang banyak yang mempunyai ah kada kelirian tinggi la itu menyebabkan salah satunya ma masyarakat di Malaysia mempunyai pelbagai penyakit yang dikatakan tadi la macam tu la,masalah ni kan dia daripada punca ah pemakanan seseorang itu sendiri lah dia tak kisah ke dia muda ke dia tua ke dia remaja ke dia tak kisah dia pasal ah ke ni lah ke apa makanan ah yang dia ambil setiap hari lah jadi tu menyebabkan ah masalah kesihatan di Malaysia lah lagi satu di Malaysia ni dia punya makanan semua ah mempunyaibanyakbanyak banyak benda macam minyak lah macam contoh lah rendang aa banyak yang banyak yang mempunyai aa kadar kelearing yang tinggi lah itu menyebabkan salah satunya aa masyarakat di Malaysia mempunyai pelbagai penyakit yang dikatakan tadi lah macam tu lah,21.548279285430908,56.07241725921631
oh,oh,oh,0.45879411697387695,0.960407018661499
hisap vape,Isak Vi,is tak babe,0.8532307147979736,1.8001384735107422
oh macam dia oh okey sama-sama sambung sambung,oh macam dia okey sambung sambung sambung,oh macam dia oh okey sama sama sama sama,2.014901876449585,2.900555372238159
Covid ninteen sebab yang satu dunia tu [UNK] yang daripada negara China Wuhan eh tak silap saya la ah itu,Kovid nineteen sembah ayam satu dunia tu bayang daripada negara Cina Wuhan tak silap saya ah ah itu,COVID-19 sebab yang satu dunia tu bah yang daripada negara China Wuhan eh tak silap saya lah ah itu,3.723348379135132,8.283791542053223
itu ah yang saya tahu dia berpunca ah daripada,itu ah yang saya tahu dia berpunca ah daripada,itu ah yang saya tahu dia berbunca ah daripada,1.971724033355713,3.82121205329895
pemakanan jugalah tapi saya tidak tahu ah dari mana pemakanan itu boleh berlakunya Covid ninteen la sebab,pemakanan juga lah tapi saya tidak tahu ah dari mana pemakanan itu ah boleh berlaku nya Covid nineteen lah sebab,pemakanan jugalah tapi saya tidak tahu ah dari mana pemakanan itu ah boleh berlakunya covid-19 lah sebab,4.158034563064575,7.611015319824219
yang saya tahu,yang saya tahu,yang saya tahu,0.6921274662017822,1.3756792545318604
Covid ninteen ah adalah satu virus yang menyebabkan,Covid nineteen ah adalah satu virus yang menyebabkan,COVID-19 adalah satu virus yang menyebabkan,1.7906467914581299,4.466344594955444
ah seorang itu mempunyai gejala seperti demam,ha seorang yang tu yang ia gejala seperti demam,ha seorang yang tu punya gejala seperti demam,1.8360285758972168,3.3475708961486816
ha demam lepas tu batuk batuk,ah demam ah lepas tu batuk batuk,ha demam ha lepas tu batuk batuk,1.5949506759643555,3.124415397644043
ah dan sakit tekak yang sangat sakitlah yang tu je saya tahulah sebab then ah kita kena jaga ah apa ni masalah ni dengan dia boleh elak tau dengan macam membasuh tangan lepas tu pakai hand san- hand sanitizer,ah dan sakit tekak yang sangat sakit lah yang tu je saya tau lah sebab dan ah kita kena jaga ah apa ni masalah ni dengan dia boleh elak tau dengan macam basuh tangan lepas tu pakai hand sanitizer hand sanitizer,ah dan sakit tekak yang sangat sakit lah yang tu je saya tahulah sebab then ah kita kena jaga ah apa ni masalah ni dengan dia boleh elak tau dengan macam basuh tangan lepas tu pakai hand hand sanitizer,7.5128209590911865,13.50342345237732
setiap ah menyentuh suatu baranglah,setiap ah menyentuh satu barang lah,setiap ah menyentuh satu barang lah,1.6125588417053223,3.1300735473632812
ah itu adalah pakai face mask lagi ah tu adalah satu puncalah untuk satu cara eh banyak banyak cara untuk ah mengelakkan daripada terkena virus itulah sebab virus tu memang,ah itu adalah pakai face mark lagi ah tu adalah satu punca lah untuk satu cara eh banyak banyak cara untuk ah mengelakkan daripada pangguna baris itulah sebab baris tu memang,ha itu adalah pakai face mask lagi ha itu adalah satu punca lah untuk satu cara eh banyak banyak cara untuk ha mengelakkan daripada pengena virus itulah sebab virus tu memang,6.761001825332642,10.134938955307007
ah kalau terkena pada ah golongan yang dah tua ataupun,ah kalau terkena kepada ah golongan yang tua ataupun,ah kalau terkena kepada ah golongan yang tua ataupun,2.776510238647461,3.8220503330230713
golongan ah kanak-kanak yang masih bayi tu memang sangat bahaya lah sebab dia boleh menyebabkan kematian di ah di negara tersebut lah jadinya ah,golongan ah kanak-kanak yang masih bahaya tu memang sangat bahaya lah sebab dia boleh menyebabkan kematian ah di negara tersebutlah yaitu ah,golongan ah kanak-kanak yang masih bayi tu memang sangat bahayalah sebab dia boleh menyebabkan kematian ah di negara tersebutlah jadinya ah,5.363088846206665,11.60611367225647
negara Malaysia tak perlu kot ah ambik indah pasal benda alah ni sebab ni memang isu terhangat sekarang ni yang paling yang dita- ditakuti oleh seluruh negara seluruh negara yang berada di dunia lah itu lah saya dapat ah ceritakan pasal ah Covid nineteen ni,negara Malaysia tak perlu kot ah ambil Indra pasal Indah Alah ni sebab ni memang isu terhangat sekarang ni yang paling yang dite-ditakuti oleh seluruh negara seluruh negara yang berada di dunia lah itulah saya dapat ah macam tengah pasal ah Covid nineteen ni,negara Malaysia tak perlu kot ah ambil endah pasal medan ini sebab ini memang isu terhangat sekarang ini yang paling yang ditakuti oleh seluruh negara seluruh negara yang berada di dunia lah itulah saya dapat ah cerita kan pasal ah Covid-19 ini,9.90800952911377,16.86535906791687
eksotik tu ah apa ya eksotik,izotik tu ah apa ya izotik,exotic tu ah apa ye exotic,1.4937529563903809,2.2269439697265625
oh macam benda yang pelik lah macam kita tak makan tapi dia makan oh macam tu,oh macam benda yang pelik lah macam kita tak makan tapi dia makan oh macam tu,oh macam benda yang pelik lah macam kita tak makan tapi dia makan oh macam tu,2.995628595352173,5.389678239822388
sebagai contoh dia makan apa eh,sebagai contoh dia makan apa eh,sebagai contoh dia makan apa eh,1.254714012145996,2.4886929988861084
tapi sebelum-sebelum ni kan dia orang pun makan kelawar kenapa baru ah benda ni terjadi,tapi sebelum sebelum ni kan dia orang pun makan gelawar kenapa baru ah benda ni terjadi,tapi sebelum sebelum ni kan dorang pun makan kelawar kenapa baru ah benda ni terjadi,3.1340889930725098,7.107665538787842
oh macam air hujan,oh macai hujan,oh macam ujian,0.9334108829498291,1.7802104949951172
ah tahu tahu tahu sekarang,ah tahu tahu tahu sekarang,ah tahu tahu tahu sekarang,0.8928542137145996,1.8064324855804443
sekarang ah banyak jugalah sebab adik saya pun ah dia main di hujan dia asyik demam je tak tahu lah kenapa,snowah banyak juga lah sebab adik saya pun ah dia main di hujan dia asyik demam je tak tahulah kenapa,sekarang ha banyak jugalah sebab adik saya pun ha dia main dia hujan dia asyik demam je tak tahulah kenapa,5.017635107040405,7.6496710777282715
ah boleh awak tahu bagitahu lah apa sebab ah adik saya terkena demam tersebut apabila bermain bermandi hujan,ah boleh awak tahu bagitahu lah apa sebab ah adik saya terkena demam tersebut apa bila bermain berbaman di hujan,ah boleh awak tahu beritahu lah apa sebab ah adik saya terkena demam tersebut apabila bermain bermain di hujan,4.884885549545288,8.625773429870605
tapi ah,tapi ah,tapi ah,0.68607497215271,1.3588829040527344
okay-okay tapi ah,okey okey tapi ah,okey okey tapi ah,0.9865841865539551,2.5910892486572266
okay-okay,okey okey,okey,1.1589288711547852,1.2165136337280273
okay sambung-sambung antibodi,okey sama-sama antibodi,okay sama-sama nanti berdi,1.1114180088043213,2.482043504714966
tapi ah macam keluarga saya ni dia mempunyai satu satu pak cik tau pak cik ni dia dulu ah tahu tak hujan panas hujan panas tahu tak ah dia dia ma- ah dia masatu kerja then ah orang kampung biasa lah macam kerja ah kat tu lepas tu dia balik dia balik lepas tu hujan panas tau selepas keesokannya,tapi ah macam keluarga saya ni dia mempunyai satu satu pakcik tau pakcik ni dia dulu ah tau tak hujan panas hujan panas tau tak ah dia dia masa tu kerja dan ah orang kampung biasalah macam kerja ah kat tu lepas tu dia balik dia balik waktu hujan panas tau selepas ke sukan dia,tapi ah macam keluarga saya ni dia mempunyai satu satu pakcik tau pakcik ni dia dulu ah tahu tak hujan panas hujan panas tahu tak ah dia dia ah dia masa tu kerja dan ah orang kampung biasalah macam kerja ah kat tu lepas tu dia balik dia balik lepas tu hujan panas tau selepas keesokannya,11.004114627838135,21.239693880081177
dia meninggal dunia,dia meninggaluh ni,dia meninggal lunia,1.0245006084442139,2.6222288608551025
kenapa ya boleh saya tahu tak,kenapa yang boleh saya tahu tak,kenapa yang boleh saya tahu tak,1.6901366710662842,2.2946276664733887
ataupun dia macam mempunyai,ataupun dia macam memonyak eh,ah tak pun dia macam mempunyai,1.2466928958892822,2.8866026401519775
okay,okey,ok,0.5616867542266846,0.9300277233123779
sambung-sambung,sama-sama,sambung-sambung,0.6476461887359619,2.553605556488037
oh,oh,oh,0.58984375,1.285982370376587
okay okay okay ah,okey okey okey ah,okey okey okey ah,1.5195393562316895,2.2561275959014893
okay okay kita berbalik pada topik tadi lah yang pasal ah kadar kesihatan negara tahu tak ah dulu Malaysia ah Malaysia mempunyai pada dua ribu dua dua ribu sebelas Malaysia mempunyai ah jumlah pesakit yang bertambah selepas setahun seramai dua ratus ribu,okey okey kita pun balik pada topi tadi lah yang masal ah kada kesihatan negara tahu tak ah dulu Malaysia ah Malaysia mempunyai pada dua ribu dua ribu sebelas Malaysia mempunyai ah jumlah pesakit yang bertambah selepas setahun seramai dua ratus ribu,okey kita pun balik pada topik tadi lah yang masal aa kadar kesihatan negara tahu tak aa dulu Malaysia aa Malaysia mempunyai pada dua ribu dua ribu sebelas Malaysia mempunyai aa jumlah pesakit yang bertambah selepas setahun seramai dua ratus ribu,9.798103094100952,18.27026677131653
ya,ya,ya,0.46699953079223633,0.9230313301086426
ah boleh tak,ah boleh tak,ah boleh tak,0.6534388065338135,1.365687608718872
rasanya sebab yang tadilah yang yang diperkatakan tadi ah pemakanan yang tidak seimbang semua tu lah,rasa nya sebab yang tadi lah yang yang diperkatakan tadi ah pemakanan yang tidak sembang semua tu lah,rasanya sebab yang tadilah yang yang diperkatakan tadi ah pemakanan yang tidak seimbang semua tu lah,3.380887269973755,7.619951963424683
