reference,whisper_large_v3_prediction,whisper_large_v3_process_time
wow,wow,0.9511499404907227
lagi,lagi,1.102762222290039
tempat apa lagi yang kau,tempat apa lagi yang kau,1.9568688869476318
nak sangat pergi dengan family atau pun kawan kawan,nak sangat pergi dengan family ataupun kawan-kawan,3.236503839492798
dekat mana tu,dekat mana tu,1.806464433670044
oh dekat bandar Korea lah,oh dekat bandar Korea lah,2.916917085647583
um ada satu tempat dekat Korea pulau tu kan dia jauh kena naik kapal terbang daripada dalam Korea juga apa nama pulau tu,em ada satu tempat dekat Korea pulau tu kan dia jauh kena naik kapal terbang daripada dalam Korea juga apa nama pulau tu,8.758539915084839
ah um macam tu,um macam tu um,1.5697157382965088
dekat Korea ada satu tempat yang kita boleh pakai dia punya baju kan yang Hanbok tu,dekat Korea ada satu tempat yang kita boleh pakai dia punya baju kan yang Hanbok tu,6.382359027862549
um baju tu semua kita sewa kan untuk bayar pinjam je,em baju tu semua kita sewa kan untuk bayar pinjam je,3.8896982669830322
okey okey um,okey okey ah,1.7567031383514404
kau tak terngin nak pergi macam negara negara,kau tak teringin nak pergi macam negara negara,3.7150681018829346
orang orang Inggeris ke macam,orang-orang Inggeris ke macam,3.1529788970947266
U K ke,K ke,1.1476328372955322
nak jumpa kangaroo,nak jumpa kangaroo,1.7439262866973877
tapi kalau aku paling best dekat Jepun ah,tapi kalau aku paling best dekat Jepun ah,3.221451997756958
dekat Jepun kan ada Disneyland,dekat Jepun kan ada Disneyland,2.559878349304199
ha Disneyland tu paling best lah,ha Disneyland tu paling best lah,2.398662567138672
sebab,sebab,1.5173861980438232
tak pernah lagi pergi Disneyland tu so aku nak try tengok lah Disneyland tu macam mana semua,tak pernah lagi pergi Disneyland tu so aku nak sangat tengok lah Disneyland tu macam mana semua,4.617062330245972
sebab tempat tu besar,sebab tempat tu besar,1.9667928218841553
Afrika apa yang ada dekat sana,Afrika apa yang ada kat sana,2.1404030323028564
hm,oh,0.9310488700866699
tapi dekat dalam Malaysia ni,tapi dekat dalam Malaysia ni,2.6056711673736572
yang aku tidak pernah lagi pergi dekat,yang aku tak pernah lagi pergi dekat,3.0688259601593018
Pahang,Pahang,1.347705602645874
kat mana tu Pahang,kat mana tu Pahang,1.8995068073272705
erm tapi dekat Pahang pun best juga sebab ada Cameron Highland kan,em tapi dekat Pahang pun best juga sebab ada camera lain kan,4.033036947250366
ha,ha,0.934751033782959
ladang teh,ladang teh,1.5131900310516357
oh ladang teh,oh ladang teh,2.040545701980591
so rumah rumah nenek engkau tu dekat je lah dengan ladang ladang tu semua,so rumah rumah nenek kau tu dekat je lah dengan ladang-ladang tu semua,5.006019830703735
sana sejuk,sana sejuk,1.5761566162109375
ah berapa darjah celcius biasanya kalau malam tu,ah berapa darjah Celsus biasanya kalau malam tu,3.8432745933532715
best tak kalau tidur ke apa ke,best tak kalau tidur ke apa ke,2.957970380783081
em best lah kalau macam tu,hm best lah kalau macam tu,2.4327237606048584
lagi apa lagi tempat yang engkau nak cadangkan dekat aku untuk pergi,lagi apa lagi tempat yang kau nak cadangkan kat aku untuk pergi,4.112291097640991
Sarawak dia ada satu yang sungai buaya tu kan,Sarawak dia ada satu yang sungai buaya tu kan,3.6709401607513428
oh okey okey ah,oh okey okey ah,2.194591999053955
kalau Sabah pula apa yang engkau,kalau Sabah pula apa yang engkau,3.81121563911438
ni um,ni um,1.1433651447296143
sebab apa kau suruh aku pergi Sabah,sebab apa kau suruh aku pergi Sabah,2.7442641258239746
rumah panjang,rumah panjang,1.5323336124420166
oh okey okey,oh okey okey,1.702622890472412
erm,em,0.8857569694519043
kalau aku nak suruh engkau pergi,kalau aku nak suruh engkau pergi,3.5421957969665527
Indon,Indon,1.40852689743042
ya,ya,0.8759758472442627
sebab Indon dia punya tempat dia menarik,sebab Indon dia punya tempat dia menarik,3.2374613285064697
ha sebab,ah sebab,1.3872065544128418
dia punya lagi satu kalau engkau nak tukar duit Malaysia ke duit Indon sangat murah,dia punya lagi satu kalau kau nak tukar duit Malaysia ke duit Indon sangat murah,5.812070369720459
sebab itu engkau boleh pergi bercuti dekat situ,sebab tu kau boleh pergi bercuti kat situ,3.652616262435913
lagi satu erm,lagi satu um,1.5529828071594238
banyak tempat yang engkau boleh pergi,banyak tempat yang kau boleh pergi,2.3572616577148438
erm Surabaya,um Surabaya,1.5329210758209229
hm ya lah tu,hm ya lah tu,1.5134193897247314
aku pun tak [UNK] tak sure sangat,aku tak tak sure sangat,1.8092598915100098
ha itu saja lah yang aku cadangkan kau pergi dekat,ha tu je la yang aku cadangkan kau pergi dekat,4.269580364227295
Indon itu,Indon tu,1.3624696731567383
erm tempat lain kalau engkau hendak pergi boleh juga tapi aku tidak sure dekat mana,em tempat lain kalau kau nak pergi boleh juga tapi aku tak sure lah dekat mana,4.530904054641724
boleh lah engkau boleh pergi situ lah,boleh lah kau boleh pergi situ lah,2.495164394378662
erm kau hendak aku suggestkan dekat dalam Malaysia ataupun luar Malaysia,em kau nak aku suggest kan dekat dalam Malaysia ataupun luar Malaysia,5.0136754512786865
dalam Malaysia engkau pergi Perak,dalam Malaysia kau pergi Perak,2.1932084560394287
sebab dekat Perak itu dia ada,sebab dekat Perak tu dia ada,2.581763982772827
zoo zoo Perak tu dia agak besar dan dalam tu macam macam haiwan yang ada tak macam dekat zoo Johor ni,zoo zoo Perak tu dia agak besar dan dalam tu macam macam haiwan yang ada tak macam dekat zoo Johor ni,7.224380016326904
ah dia lagi luas and then kalau engkau penat engkau boleh naik [UNK],ha dia lagi luas and then kalau kau penat kau boleh naik kereta,4.672625780105591
kereta dia macam keretapi dia akan bawa kau orang pusing dekat dalam satu zoo tu,kereta dia macam kereta api dia akan bawa kau orang pusing dekat dalam satu zoo tu,5.452137231826782
erm dia macam Zoo Negara,ha dia macam industri negara,2.255770683288574
lagi best la tempat dia pun ada jual banyak barang makanan semua,lagi best lah tempat dia pun ada jual banyak barang makanan semua,5.157884836196899
erm tempat lain dah tak sure dah sebab,em tempat lain dah tak sure dah sebab,2.797769784927368
tak banyak sangat yang best dekat Malaysia ni engkau pula suggest kan,tak banyak sangat yang best dekat Malaysia ni kau pula suggest kan,3.649686098098755
Paris oh best juga kota cinta kan tu,Paris oh best juga kota cinta kan tu,3.629530191421509
um memang lah memang akan sinonim pun tapi lagi better kalau pergi dengan kawan-kawan lagi best,memang lah memang akan slowly pun tapi lagi better kalau pergi dengan kawan-kawan lagi best,5.296472787857056
bye,bye,0.959977388381958
hai Bai,hai bye,1.1031489372253418
aku tengah tak buat apa-apa ni,aku tak tak buat apa ni,1.9431734085083008
tapi aku tengah tengok-tengok Internet ni sebab aku telefon aku rosak so kena cari telefon yang baru,tapi aku tengah tengah tengok internet ni sebab aku telefon aku rosak so aku nak cari telefon yang baru,7.316663980484009
ha,ha ah,1.1373419761657715
tak ah ni aku kat rumah lagi aku tak beli lagi sebab aku tengah,tak ah ni aku kat rumah lain aku tak beli lagi sebab aku tengah,4.214771270751953
aku nak tahu dulu kelebih-kelebihan phone ni,aku nak tau dulu kelebihan kelebihan handphone ni,4.39233922958374
ah,ah,1.264185905456543
em,hm,1.1424510478973389
tapi kalau kau,tapi kalau engkau,1.9310693740844727
ah [UNK] phone aku rosak ni sebab ni masuk air,ha kalau f-foskosid ni sebab ni masuk air,3.8144233226776123
ah sebab orang kata telefon en kalau masuk air kan masuk dalam beras aku masuk ah lepas tu dia tetap tak hidup,ha sebab orang kata telefon ni kan kalau masuk air kan masuk dalam berah aku masuk lah lepas tu dia tetap tak hidup,8.200881719589233
ah,ah,0.9317836761474609
mahal sikit,mah sikit,1.5137062072753906
em tapi,hm tapi,1.0927512645721436
em tapi kau kira [UNK] phone yang kalis air ni macam mana,oh tapi kau taste saja phone yang kali saya macam mana,2.9665825366973877
ah,ah,0.9213376045227051
iPhone X eh,iPhone X eh,1.4971392154693604
sebelah oh,sebelas oh,1.7461326122283936
tapi mahal ah bajet aku bawah dua ribu je,tapi mahal lah bajet aku baru dua ribu je,4.173856019973755
ha ada tak kalau yang dua ribu K,ha ada lah kalau yang dua ribu okey,2.804253578186035
em tapi ah yang setahu aku ada orang cakap ROG okey tapi ROG tiga ribu ah em Asus ROG,hm tapi ah yang setengah aku ada orang cakap R O G okey tapi R O G tiga ribu ah hm access R O G,7.984934568405151
aku ingat kalau boleh nak cari yang apa ni,aku mungkin kalau boleh nak cari yang apa ni,3.205745220184326
ram besar lah semua,ran besar lah semua,1.5422604084014893
em sebab,em sebab,1.304469347000122
aku nak main game semua lah,aku nak main game semua lah,1.9565329551696777
oh,oh,0.8876702785491943
ah ah eh aku pakai phone ah phone mak aku ah tapi phone lama mak aku ah,ha ah eh aku pakai phone ah phone mak aku ah tapi phone lama mak aku ah,5.100692987442017
ram tinggi lepas tu gib ah gib,rank tinggi lepas tu give ah give,2.8716301918029785
kamera cantik,kamera cantik,1.5553309917449951
em,hm,0.8778822422027588
em,hm,0.887017011642456
oh so kena ambil ram [UNK] besar sikit ah,oh so kena ambil rem bat besar sikit lah,3.1787872314453125
kalau kau kau tahu phone apa yang ram besar,kalau engkau kau phone apa yang RAM besar,3.48183274269104
em,em,1.2346324920654297
oh kalau oh Redmi ah Redmi tu sekarang aku tengok tengah ni juga top sekarang,oh kalau oh Redmi ah Redmi kan aku tengok tengah ni juga top sekarang,4.351457118988037
sebab orang kata bateri dia okey lepas tu harga pun,sebab orang kata bateri dia okey lepas tu harga pun,4.120646953582764
berpatutan ah,berbatutan lah,1.5689544677734375
em,hm,0.8855140209197998
kalau ni okey tak Samsung,kalau ni okey ah Samsung,2.936574935913086
em,em,1.1979517936706543
Samsung yang baru-baru ni ah sebab sebab orang kata Samsung ni kamera lagi cantik daripada iPhone aku dengar macam tu lah so macam,Samsung yang baru-baru ni sebab sebab aku kata Samsung eh kamera lagi cantik bila ismail aku dengar ceritulah so macam,8.210319519042969
oh baik Samsung ram pun okey besar,oh baik Samsung RAM pun okey besar,2.681891679763794
em,hm,1.1559844017028809
tapi kau guna phone apa sekarang,tapi kau benda fun apa sekarang,2.8570096492767334
apa,apa,0.9323887825012207
oh sementara kau guna lah,oh sentara yang kau gunalah,2.118459463119507
em,hm,0.9034216403961182
ya ah memang ah,ya memang ah,1.3521368503570557
oh,oh,0.8642337322235107
kau dah ni belum search,kau dah ni belum ses,1.9290697574615479
kau isi phone yang sebelum kau nak guna,kualiti phone yang sebelum kau nak guna,3.971297264099121
kau macam kaji ah,kau macam kajik ah,2.224217414855957
tapi kau puas hati tak oh kau nak beli iPhone seven sebab aku tengok pun iPhone kan iPhone kan bila,tapi kau buat hati ah oh kau nak beli iPhone seri mem sebab aku tengok kau kan iPhone kan bila,6.456552505493164
keluar baru kan harga yang phone lama kan makin murah murah kan,keluar baru kan harga yang pulang pun kan makin murah murah kan,5.945234775543213
oh,oh,0.9302377700805664
tapi aku tengok iPhone pun iPhone ni satu je ah kekurangan bateri dia bateri,tapi tau tak Iphone pun Iphone satu ya aku kurang naik bateri dia bateri,5.1238274574279785
tapi aku tak minat mana kalau powerbank baik aku rasa baik Samsung kan cuma Samsung,tapi aku tak minat mana kalau power bank baik akasnya baik Samsung ah cuma Samsung,5.348222017288208
slack dia boomerang je lah boomerang dia ni kan,selek dia boomerang je lah boomerang dia ni kan,4.513265132904053
setiap apa mesti ada kelemahan,setiap kali mesti ikut main,2.6580448150634766
bateri ah pro-problem sikit,bateri lah problem sikit,2.1698806285858154
kalau Samsung ni boomerang ah dia satu boomerang ah bateri semua okey,kalau Samsun ni boomerang ah dia satu boomerang ah bateri semua okey,5.771301984786987
ah aku macam kalau lain macam Huawei apa semua aku tak minat sebab bapa aku cakap dari China so macam aku kalau Cina ni,tak lah aku macam kalau lain macam Hua Wei tu semua aku tak minat sebab bapak aku cakap dari Cina so macam aku bahagian Cina ni,8.426742792129517
kau faham faham ah,kau pun faham lah,2.22033429145813
sebab Huawei pun centre sini kurang kan kalau macam Samsung,sebab Huawei pun centre sini kurang kan kalau macam Samsung,4.401189088821411
kan ada banyak macam search situ kan banyak benda ni,kan ada banyak macam ISIS itu kan banyak dunia ni,3.1313648223876953
dia punya apa,dia punya apa,1.5460796356201172
dia punya centre centre nak betulkan,dia punya centre centre nak betulkan,2.597027540206909
ah,ah,0.9127180576324463
ah,ah,0.8829207420349121
kalau aku ah kalau aku ni ah Asus sebab Asus kan aku tengok sekarang tengah top laptop dia tu,kalau aku ah kalau aku ni ah Asus sebab Asus kan aku tengok sekolah tengah talk oh laptop dia tu,7.83188271522522
tapi family aku banyak guna HP dengan Toshiba je aku,tapi family aku banyak guna H P dengan Toshiba tengah aku,4.278266191482544
HP laptop HP tu,H HP laptop HP,1.5717790126800537
ah laptop laptop ni ah aku tak tau apa apa tengok mana harga,ha laptop laptop ni aku tak tahu apa-apa tau mana harga,4.863694667816162
sebab aku pun belum belum pernah guna laptop kan,sebab aku kan belum belum pernah guna laptop kan,3.0669591426849365
ah lepas tu,ah lepas tu,1.5585682392120361
oh kau nak kamera ke nak kamera dengan phone,oh kau nak kamera ke nak kamera dengan phone,2.5655460357666016
Canon ah Canon sebab aku biasa tengok kan kalau orang ambil gambar cantik cantik semua biasa Canon ah sebab Canon jenama,Cannon ah Cannon sebab aku biasa tengok kan kalau orang ambil gambar cantik cantik semua biasa Cannon ah sebab Cannon pun dia nama,9.079276323318481
ah phone ah aku suggest ah iPhone dengan Samsung ah Samsung iPhone dengan Samsung,ah phone ah aku suggest ah Iphone dengan Samsung ah Iphone dengan Samsung,3.8500313758850098
iPhone kau kena kau kena ambil eleven ah eleven dia orang kata bateri okey,lagi semua kau nak ambil kau kena ambil eleven ah eleven kau kata bateri okey,6.0140979290008545
erm ha ah,em ah ah,1.6570734977722168
tapi iPhone kan sekarang ada keluar SE eh yang baru tapi bateri dia ah seribu lebih tak silap aku,tapi iPhone kan sekarang dia keluar S E eh yang baru tapi bateri dia ah seri bila-bila tak nak lau,6.6647443771362305
yang SE punya yang baru,yang S E ni yang baru,1.9855897426605225
ah sebab tapi SE ni bateri kurang tapi orang kata apa ni dia punya kelebihan sama dengan eleven tak silap aku,ha sebab tapi S E ni bateri kurang tapi orang kata apa ni dia punya kelebihan sama dengan eleven tali aku,7.899706840515137
oh kira dia orang chat apa semua tak guna,oh kira dia orang chat apa semua tak guna,3.0454537868499756
khas untuk iPhone je,pas untuk Iphone je,1.7714674472808838
tapi iPhone je dia iPhone dengan iPhone ke boleh dengan phone lain,tapi Iphone dia dia Iphone Iphone ke boleh dengan phone lain,4.8380372524261475
oh,oh,0.994830846786499
oh,oh,0.9160528182983398
dia kalau iPhone dengan iPhone je lah baru boleh,dia kalau dengan iPhone dengan iPhone lah baru boleh,2.8056511878967285
dia ada juga,dia ada juga,1.5446197986602783
erm ah ada dia ada face yang ni aku ada tengok juga,hm ah ada dia ada face yang ni aku ada tengok juga,3.452869176864624
erm,em,1.0808179378509521
latest punya tak ada kut dia yang baru-baru je ada,latest punya tak ada kot dia yang baru baru dia ada,4.206131219863892
hm,hm,0.9288763999938965
ha,ah,0.889350414276123
surai,surat,1.1025691032409668
dia oh,ni oh,1.0775530338287354
sebab dulu kan yang kita tahu kan telefon awam kan dia orang kan kalau nak berkomunikasi kan kena guna telefon awam juga kan,sebab dulu kan yang kita tahu kan telefon orang kan dia orang kan kalau nak berkomunikasi kan kena telefon orang je kan,7.156412124633789
tu lah tu sekarang negara kita dah maju dengan telekomunikasi,tu ah tu sekarang kita dah maju dengan telekomunikasi,4.0569493770599365
information,information,0.9348630905151367
kerajaan ni,kerajaan ni,1.730926513671875
dia macam,dia macam,1.344316005706787
hm,em,0.9248402118682861
nak beritahu,nak beritahu,1.5063095092773438
tu inisiatif kerajaan dia telefon ni canggih supaya rakyat dapat senang lagi la tahu kalau,tu inisiatif kerajaan dia telefon ni cari supaya rakyat dapat senang lagi la tau kalau,7.287065267562866
tapi kan anak muda sekarang banyak salah guna macam remaja sekarang,tapi kan anak muda sekarang banyak salah guna macam remaja seram,4.1175377368927
hm,hm,0.9152894020080566
imej negara,Inggis Negara,1.9658293724060059
diri sendiri oh masyarakat lah,diri sendiri oh masyarakat lah,3.517409563064575
maruah dia tak dia sebab nak jaga kejar nama eh,maruah dia tak dia sebab nak jaga nak kejar nama eh,4.319931268692017
hm,hm,0.9253928661346436
yang apa,yang apa,1.116018295288086
hm betul tu,em betul tu,1.51283597946167
tu boleh bawa keburukan yang ni la besar tapi kebaikan nya banyak juga dia kira benda satu benda ni telekomunikasi ni ada kebaikan dan keburukan ah,tu boleh buat keburukan yang ni ah besar tapi kebaikan dia banyak juga dia kira ben satu benda ni terkomunikasi dengan kebaikan keburukan ah,9.834399223327637
hm,hm,0.9159581661224365
kalau boleh kita guna untuk kebaikan ah tapi sesetengah kita banyak tapi kita kan remaja kan banyak untuk keburukan daripada kebaikan,kalau boleh kita guna untuk kebaikan ah tapi setengah kita banyak tapi kita kan remaja kan lebih banyak kepada keburukan daripada kebaikan,9.339191436767578
kalau engkau perasan,tolong kau perasan,1.9887611865997314
hm,em,0.8800673484802246
hm,em,0.8702049255371094
Wan so kita boleh cek dari,ah so kita boleh check dari,1.9394943714141846
eip,ing,0.8674962520599365
tiga,tiga,1.0910792350769043
hm,eh,0.8931829929351807
hm erm,em em,1.2875466346740723
kira,kira,1.4504845142364502
daripada cari buku an macam pening sikit an kalau macam dekat internet kan dia ada jelas,daripada cari buku kan macam pening sikit kan kalau macam kat internet kan dia ada jelas,6.01539421081543
ha dia kalau dekat internet kan dia ada jelas kan semua kan kira kerja kita lagi senang la,ha dia kalau kat internet kan dia jelaskan semua kan kira kerja kita jadi lagi senang lah,5.723152160644531
hm,em,1.151803731918335
kira kita kita dah boleh jimat masa kita boleh buat benda lain la,kira dari situ kita dah boleh jimat masa kita boleh buat benda lain lah,5.022744655609131
erm,eh,0.9513850212097168
oh senang,oh senang,1.3063957691192627
betul juga tu,betul juga tu,1.4955341815948486
fakta lebih kurang,fatah lebih kurang,1.7262134552001953
fakta la berbanding eh,fatahlah pemanding eh,2.229544162750244
bukan tertumpu macam satu benda tu kan dia lebih kurang,bukul tertumpu macam satu benda tu kan dia lebih kurang,5.154872894287109
satu benda tu dia jalan sampai dalam,satu benda dia jelas sampai dalam,2.66294264793396
ha ah,ha ah,1.1289820671081543
ha ah,ah,0.8857905864715576
kira kira ha kita kan kalau tak ada telekomunikasi kira kalau buku tu kan satu benda tu dia,kira kira ah kita kan kalau tak ada terminus ni kira kalau buku kan je lah satu benda tu dia,7.201403379440308
satu benda tu lepas tu dia bagi dalam dalam kalau kita cari dekat telefon an dia bagi fakta lain lepastu kita kena buat sendiri la,satu benda tu lepas tu dia lagi mendalam-mendalam kalau macam kat phone ni kita cari kan dia bagi fakta eh lepas tu kita kena buat sendiri lah,9.278170347213745
ha baik sabah aku,ah baik siapa baik aku,2.470290184020996
ada lagi tiga puluh saat,lagi tiga puluh saat eh,3.012211561203003
okey,okey,1.1261394023895264
ah khabar baik ah ada apa lagi ya call,ha kalau baik ah ada apa lagi ya kau ah,2.8631391525268555
kesihatan,kesihatan,1.3247790336608887
oh tahu tahu ah tahu sebab,oh tahu tahu ah tahu sebab,2.156405448913574
ah Malaysia ke ah apa ni mewakili tempat kedua dalam,ah Malaysia juga ah apa ni mewakili tempat kedua dalam,4.802303075790405
memang menjadi tempat pertama di ranking Asia ah ma-masalah kesihatan pasal obesiti,yang menjadi tempat pertama di ranking Asia ah mas-masalah kesihatan pasal obesiti,5.070053577423096
kenapa ya dengan kesihatan di Malaysia,kenapa ya dengan kesihatan di Malaysia,2.629666566848755
oh,oh,0.9161343574523926
macam ni la ah,macam inilah ah,1.7213294506072998
sekejap macam,sekejap macam,2.232961416244507
masalahnya kan dia daripada punca ah pemakanan seorang itu sendiri la dia tak kisah ke dia muda ke dia tua ke dia remaja ke dia tak kisah dia pasal ah ke inilah ke apa makanan yang diambil setiap hari la jadi itu menyebabkan ah masalah kesihatan di Malaysialah lagi satu di Malaysia ni dia punya makanan semua ah mempunyai banyak banyak-banyak benda macam minyak la macam contohlah rendang ah banyak yang banyak yang mempunyai ah kadar kalori yang tinggi la itu menyebabkan salah satunya ma-masyarakat di Malaysia mempunyai pelbagai penyakit yang dikatakan tadilah macam tu la,masalah ni kan dia daripada punca ah pemakanan seseorang itu sendiri lah dia tak kisahlah ke dia muda ke dia tua ke dia demaja ke dia tak kisah dia pasal ah ke ni lah ke apa makanan ah yang dia ambil setiap hari ah jadi tu menyebabkan ah masalah kesihatan di Malaysia lah lagi satu di Malaysia ni dia punya makanan semua ah mempunyaini banyakbanyak banyak benda macamminyak ah macam contoh lah rendang ah banyak yang banyak yang mempunyai ah kadar kalori yang tinggi lah itu menyebabkan salah satunya ah masyarakat di Malaysia mempunyai pelbagai penyakit yang dikatakan tadi lah macam tu lah,47.635377645492554
oh,oh,0.957707405090332
hisap vape,Ishad Baib,1.7373836040496826
oh macam dia oh okey sama-sama sambung sambung,oh macam dia oh okey sama-sama sama-sama,3.4756479263305664
Covid ninteen sebab yang satu dunia tu [UNK] yang daripada negara China Wuhan eh tak silap saya la ah itu,Covid nineteen sebab yang satu dunia tu ah yang daripada negara Cina Wuhan eh tak silap saya ah ah itu,7.281920671463013
itu ah yang saya tahu dia berpunca ah daripada,itu ah yang saya tahu dia berpunca ah daripada,3.676750421524048
pemakanan jugalah tapi saya tidak tahu ah dari mana pemakanan itu boleh berlakunya Covid ninteen la sebab,pemakanan jugalah tapi saya tidak tahu ah dari mana pemakanan itu ah boleh berlakunya Covid nineteen lah sebab,7.790963172912598
yang saya tahu,yang saya tahu,1.3546180725097656
Covid ninteen ah adalah satu virus yang menyebabkan,COVID nineteen ah adalah satu virus yang menyebabkan,3.1793835163116455
ah seorang itu mempunyai gejala seperti demam,ha seorang yang tu mempunyai gejala seperti demam,4.621581077575684
ha demam lepas tu batuk batuk,ah demam ah lepas tu batuk batuk,3.6222333908081055
ah dan sakit tekak yang sangat sakitlah yang tu je saya tahulah sebab then ah kita kena jaga ah apa ni masalah ni dengan dia boleh elak tau dengan macam membasuh tangan lepas tu pakai hand san- hand sanitizer,ah dan sakit tekak yang sangat sakitlah yang tu je saya tahu lah sebab then ah kita kena jaga ah apa ni masalah ni dengan dia boleh elak tau dengan macam basuh tangan lepas tu pakai hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand hand,71.2024872303009
setiap ah menyentuh suatu baranglah,setiap ah menyentuh satu barang lah,3.1296753883361816
ah itu adalah pakai face mask lagi ah tu adalah satu puncalah untuk satu cara eh banyak banyak cara untuk ah mengelakkan daripada terkena virus itulah sebab virus tu memang,ha itu adalah pakai face mask lagi ah itu adalah satu punca lah untuk satu cara eh banyak banyak cara untuk ah mengelakkan daripada pengena virus itu lah sebab virus itu memang,10.30154013633728
ah kalau terkena pada ah golongan yang dah tua ataupun,ha kalau terkena kepada ah golongan yang tua ataupun,3.6763651371002197
golongan ah kanak-kanak yang masih bayi tu memang sangat bahaya lah sebab dia boleh menyebabkan kematian di ah di negara tersebut lah jadinya ah,golongan ah kanak-kanak yang masih bayi tu memang sangat bahaya lah sebab dia boleh menyebabkan kematian ah di ah di negara tersebutlah jadinya ah,11.513542413711548
negara Malaysia tak perlu kot ah ambik indah pasal benda alah ni sebab ni memang isu terhangat sekarang ni yang paling yang dita- ditakuti oleh seluruh negara seluruh negara yang berada di dunia lah itu lah saya dapat ah ceritakan pasal ah Covid nineteen ni,negara Malaysia tak perlu kot ah ambil endah pasal bendahalah ni sebab ni memang isu terhangat sekarang ni yang paling yang ditak- ditakuti oleh seluruh negara seluruh negara yang berada di dunia lah itulah saya dapat ah macam tegak pasal ah Covid nineteen ni,17.13760256767273
eksotik tu ah apa ya eksotik,ezotik tu ah apa ya ezotik,3.7660131454467773
oh macam benda yang pelik lah macam kita tak makan tapi dia makan oh macam tu,oh macam benda yang pelik lah macam kita tak makan tapi dia makan oh macam tu,4.603853225708008
sebagai contoh dia makan apa eh,sebagai contoh dia makan apa eh,2.4248969554901123
tapi sebelum-sebelum ni kan dia orang pun makan kelawar kenapa baru ah benda ni terjadi,tapi sebelum sebelum ni kan dia orang pun makan kelawar kenapa baru ah benda ni terjadi,6.85938286781311
oh macam air hujan,oh macam air hujan,1.7885587215423584
ah tahu tahu tahu sekarang,ah tahu tahu tahu sekarang,1.707479476928711
sekarang ah banyak jugalah sebab adik saya pun ah dia main di hujan dia asyik demam je tak tahu lah kenapa,sekarang ah banyak jugalah sebab adik saya pun ah dia main di hujan dia asyik demam je tak tahulah kenapa,7.743795394897461
ah boleh awak tahu bagitahu lah apa sebab ah adik saya terkena demam tersebut apabila bermain bermandi hujan,ha boleh lah awak tahu bagitahu lah apa sebab ah adik saya terkena demam tersebut apa bila bermain bermadi hujan,8.489614248275757
tapi ah,tapi ah,1.3559846878051758
okay-okay tapi ah,okey okey tapi ah,1.9261393547058105
okay-okay,okey okey,1.8422744274139404
okay sambung-sambung antibodi,okey sama-sama antibody,2.6481876373291016
tapi ah macam keluarga saya ni dia mempunyai satu satu pak cik tau pak cik ni dia dulu ah tahu tak hujan panas hujan panas tahu tak ah dia dia ma- ah dia masatu kerja then ah orang kampung biasa lah macam kerja ah kat tu lepas tu dia balik dia balik lepas tu hujan panas tau selepas keesokannya,tapi ah macam keluarga saya ni dia mempunyai satu satu pakcik tau pakcik ni dari dulu ah tahu tak hujan panas hujan panas tahu tak ah dia dia ah dia masa tu kerja dan ah orang kampung biasalah macam kerja ah kat tu lepas tu dia balik dia balik waktu hujan panas tau selepas ke esok kan dia,19.97104239463806
dia meninggal dunia,dia mendingan luneh,2.3832523822784424
kenapa ya boleh saya tahu tak,kenapa yang pelik saya tahu tak,3.028484344482422
ataupun dia macam mempunyai,ataupun dia macam memunyai,2.6967601776123047
okay,okey,1.123568058013916
sambung-sambung,sambung sambung,1.7289931774139404
oh,oh,0.9058022499084473
okay okay okay ah,okey okey okey ah,2.1639740467071533
okay okay kita berbalik pada topik tadi lah yang pasal ah kadar kesihatan negara tahu tak ah dulu Malaysia ah Malaysia mempunyai pada dua ribu dua dua ribu sebelas Malaysia mempunyai ah jumlah pesakit yang bertambah selepas setahun seramai dua ratus ribu,okey okey kita pun balik pada topik tadilah yang masalah ah kadar kesihatan negara tahu tak ah dulu Malaysia ah Malaysia mempunyai pada dua ribu dua dua ribu sebelas Malaysia mempunyai ah jumlah pesakit yang bertambah selepas setahun seramai dua ratus ribu,18.512311935424805
ya,ya,1.2291193008422852
ah boleh tak,ha boleh tak,1.3540756702423096
rasanya sebab yang tadilah yang yang diperkatakan tadi ah pemakanan yang tidak seimbang semua tu lah,rasanya sebab yang tadilah yang yang diperkatakan tadi ah pemakanan yang tidak seimbang semua tu lah,6.282774209976196
